satira,body
0,"Com este desajuste, ficam obrigadas a prestar contas todos os contribuintes que receberam rendimentos tributáveis em 2020 acima de R$ 28.559,70, entre outras hipóteses. Este ano a RFB veste o uniforme de defensores da lei e caça aqueles que receberam dos cofres públicos, o auxílio emergencial sem ter os devidos direitos. Foi definido um teto para quem recebeu o auxílio emergencial e auxílio emergencial residual, no ano passado, por conta da pandemia da Covid-19."
0,"O Brasil mergulha na polarização, entretanto, com a Lava Jato preservada. Estes foram os principais desdobramentos da decisão do Ministro Fachin, que abalou o mundo político. Os oportunistas de ambos os lados não perderam a chance de torcer a narrativa para iniciar o jogo com vistas à sucessão presidencial. Uma dinâmica que se retroalimenta e funciona para ambos os lados das extremidades do espectro eleitoral."
0,"A Harvard Business Review apresentou um estudo sobre liderança e gênero que apontou o destaque da gestão feminina durante a crise do novo coronavírus. Em paralelo a isso, a sigla ESG tem seus holofotes voltados para a inclusão racial."
0,"Segundo a teoria da relatividade, existem duas forças capazes de distorcer o tempo: velocidades exorbitantes (como a da luz) e concentrações inimagináveis de massa (buracos negros)."
0,"O mundo vem enfrentando uma guerra contra um ser minúsculo chamado “novo coronavírus”. Trata-se de um vírus habilidoso, especialista em contágio, que ataca em diversos pontos do organismo e, infelizmente, tem levado a óbito centenas de milhões de pessoas. O microrganismo não é novidade para a espécie humana; pelo contrário, os vírus e bactérias são responsáveis pela vida que levamos, poucos são “patogênicos”, causando mal à saúde, apenas para ilustrar, temos vírus da gripe, AIDS, ebola, da dengue, etc."
0,"Em que pese a existência dos princípios da República sobre relações internacionais estarem positivados no artigo 4º da Constituição, as lições do Barão do Rio Branco não vinculam os agentes políticos. Porém, na prática, atos de diplomacia submetidos a controle de constitucionalidade pelo Supremo Tribunal Federal, transformariam as relações internacionais em um ambiente mais belicoso do que poderia ser normalmente."
0,"Perguntaram recentemente ao presidente do Senado, Rodrigo Pacheco, se ele tomaria cloroquina se seu médico lhe prescrevesse como tratamento para um eventual caso de Convid-19. Ele declarou literalmente que “quando se fala de protocolo de tratamento com cloroquina, ivermectina, há médicos que receitam isso. Outro dia me perguntaram: Se você contrair Covid-19, você vai tomar isso? Eu vou tomar só se o médico me receitar”."
0,"O Brasil é o país mais empreendedor do mundo: três em cada dez brasileiros adultos entre 18 e 64 anos possuem uma empresa ou estão envolvidos com a criação de um negócio próprio, segundo dados da pesquisa Global Entrepreneurship Monitor. O número é maior que o registrado em países como China, Estados Unidos e Japão."
0,"Novos profissionais foram contratados e treinados. Alguns, infelizmente, acabaram infectados pelo novo coronavírus e precisaram ser afastados. Nesses casos, o afastamento é de, no mínimo, 15 dias. A complexidade dos casos, a sobrecarga e a tensão constante também acabam levando outros colaboradores a pedirem desligamento. É praticamente impossível substituir esses profissionais na mesma velocidade. Aliás, gente especializada para atender casos de Covid-19 está cada vez mais escassa e o processo de contratação e treinamento é demorado, já que deve ser feito com o máximo cuidado. Estamos falando da vida de milhares de pessoas que todos os dias chegam aos hospitais em busca de assistência."
0,"Marco Túlio Cícero, filósofo, jurista e político da Roma Antiga, entre várias frases e citações, disse certa feita que: “no meio das armas, calam-se a lei” e que “a arrogância das autoridades deve ser moderada e controlada”. Já Rui Barbosa, advogado, ensinou que: “a pior ditadura é a do Judiciário, contra ela não há a quem recorrer”."
0,"O governador Wellington Dias (PT), do Piauí, será o emissário do ex-presidente Luiz Inácio Lula da Silva nas conversas com o PSDB e outros partidos do centro. A estratégia do PT é encontrar “um lugar para Lula na crise sanitária”. A intenção é que o petista se junte a outros ex-presidentes – como Fernando Henrique Cardoso (PSDB) e Michel Temer (MDB) – na busca por uma influência internacional que possa ajudar o País a conseguir vacinas e insumos para a produção de imunizantes. “É hora de dar os braços ao João Doria, ao Eduardo Leite, independente de 2022. É a hora de os líderes demonstrarem grandeza”, afirmou Dias ao Estadão, sobre os governadores tucanos de São Paulo e do Rio Grande do Sul."
0,"A Procuradoria Geral da Fazenda Nacional (PGFN) reabriu em 1.º/3/21 os prazos para o ingresso no Programa de Retomada Fiscal (Portaria nº 21.562, de 30 de setembro de 2020), com o objetivo de incentivar a recuperação da atividade produtiva de contribuintes que sofreram com os efeitos nefastos da pandemia do coronavírus, estimulando, por outro lado, a conformidade fiscal em relação a débitos inscritos em Dívida Ativa da União (D.A.U.)."
0,"Depois de ter tido uma boa impressão do Brasil no combate à corrupção em visita de alto nível realizada ao final de 2019, o chefe do Grupo de Trabalho sobre Suborno (WGB, na sigla em inglês) da Organização para Cooperação e Desenvolvimento Econômico (OCDE), Drago Kos, disse que informações sobre como o governo lida com o tema decepcionaram. Entre elas, está o fim da Operação Lava Jato. ""O desejo de encerrar a operação o mais rápido possível é realmente surpreendente"", disse ele ao Estadão/Broadcast."
0,"BRASÍLIA - A médica Ludhmila Hajjar não registrou nenhuma tentativa de invasão ao seu quarto de hotel no último fim de semana, segundo o estabelecimento que a hospedou na capital federal. A informação foi divulgada pelo B Hotel, no Setor Hoteleiro Norte, e contradiz as alegações de Hajjar, que disse em entrevistas a dois canais de TV a cabo ter sofrido tentativas de invasão de seu quarto."
0,"Colocado em prisão domiciliar no domingo, 14, o deputado federal Daniel Silveira (PSL-RJ) pediu a devolução dos celulares apreendidos na cela onde ele ficou detido na Superintendência da Polícia Federal no Rio de Janeiro."
0,"O governador de São Paulo, João Doria (PSDB), determinou que a Polícia Civil investigue ameaças sofridas por Luiz Inácio Lula da Silva (PT) na última semana, após o ex-presidente reaver os direitos políticos. Em nota, o Palácio dos Bandeirantes informou que Doria telefonou para a presidente do PT, Gleisi Hoffmann, ao tomar ciência das ameaças."
0,"Um dia depois de deixar a presidência da Assembleia Legislativa de São Paulo (Alesp), o deputado Cauê Macris (PSDB) assume nesta segunda-feira, 15, o comando da secretaria da Casa Civil do Palácio dos Bandeirantes. Em 2018, Cauê liderou o movimento no PSDB que defendia a candidatura de João Doria a governador em vez do apoio do partido ao vice de Geraldo Alckmin (PSDB), Márcio França (PSB). O deputado reuniu o apoio de 16 dos 20 deputados estaduais."
0,"O ministro Edson Fachin, do Supremo Tribunal Federal, pediu a inclusão na pauta do plenário da corte de dois recursos apresentados contra a decisão monocrática que reconheceu a incompetência da 13ª Vara de Curitiba para análise de quatro ações contra o ex-presidente Luiz Inácio Lula da Silva e anulou as condenações do petista na Lava Jato, tornando-o elegível."
0,"Eleito nesta nesta segunda-feira, 15, como presidente da Assembleia Legislativa de São Paulo (Alesp), o deputado estadual Carlão Pignatari (PSDB), de 61 anos, classificou “episódio equivocado” o caso do deputado Fernando Cury (Cidadania), acusado de importunação sexual durante uma sessão na Casa pela colega Isa Penna (PSOL). Pignatari evitou comentar a gravidade da punição a Cury, que teve uma suspensão de 119 dias aprovada pelo Conselho de Ética da Assembleia – em vez da suspensão por seis meses, sugerida pelo relator do caso no conselho, que levaria à convocação de um suplente para a vaga. “Preciso respeitar o Conselho de Ética, que tomou uma decisão. Nunca houve uma decisão desse tamanho na Assembleia”, disse o novo presidente da Alesp."
0,"Jean Robert Soares, Doutorando em Administração no Centro de Ciências da Administração e Socioeconômicas (Esag) da Universidade do Estado de Santa Catarina (Udesc)"
0,"BRASÍLIA - Os constrangimentos que marcaram as duas conversas da médica Ludhmila Hajjar com o presidente Jair Bolsonaro fizeram políticos do Centrão lavar as mãos sobre a indicação do novo ministro da Saúde, o médico Marcelo Queiroga. Bolsonaro decidiu colocar na pasta um nome da confiança do seu filho Flávio Bolsonaro (Republicanos-RJ). Com isso, o presidente demonstrou que, no momento mais dramático de seu governo, voltou a se isolar."
0,"Diante da escalada da pandemia de covid-19, o ministro Luiz Fux, presidente do Supremo Tribunal Federal (STF), ‘fechou as portas’ da Corte pelas próximas duas semanas."
0,"BRASÍLIA – Sob pressão para conter o avanço do novo coronavírus no País, o presidente Jair Bolsonaro decidiu nomear o médico Marcelo Queiroga para o Ministério da Saúde. O presidente da Sociedade Brasileira de Cardiologia vai substituir o general Eduardo Pazuello, demitido depois de acumular desgastes, como a demora para a compra de vacinas e falta de coordenação com Estados no combate à covid-19, e das quase 280 mil mortes causadas pela doença. Queiroga, que é pró-isolamento, será o quarto a assumir o comando da pasta desde o início da pandemia, há um ano."
0,"Depois de o ministro Edson Fachin, do Supremo Tribunal Federal (STF), higienizar a ficha suja de Lula, os votos dos colegas Gilmar Mendes e Ricardo Lewandowski, na Segunda Turma, para julgar a suspeição do ex-juiz Sergio Moro configuram um despautério. A anulação de quatro sentenças contra o ex-presidente na 13.ª Vara Criminal Federal de Curitiba pode até ser “garantista”, sim, mas o que garante é a impunidade de um condenado. Pois inocenta o réu e os hackers criminosos a serviço do The Intercept Brasil. E encaminha condenação do magistrado que o sentenciou."
0,"RIO - O influenciador digital Felipe Neto foi intimado nesta segunda-feira, 15, a depor na Polícia Civil, com base na Lei de Segurança Nacional. Último instrumento legal remanescente do autoritarismo, a LSN ganhou sua versão mais recente em 1983, no governo do general-presidente João Figueiredo, que fechou o ciclo da ditadura militar, de 1964 a 1985. Neto também responderá por calúnia com base no Código Penal. Foi intimado após chamar o presidente Jair Bolsonaro de “genocida” por sua atuação na pandemia de covid-19. A doença já deixou mais de 275 mil mortos. Segue descontrolada no País."
0,A Educação é único caminho portador de um Futuro de desenvolvimento e realização das nossas potencialidades
0,"RIO – O PSOL anunciou que vai iniciar a coleta de assinaturas para abertura de uma Comissão Parlamentar de Inquérito (CPI) na Câmara e pedir à Procuradoria-Geral da República e ao Ministério Público do Rio que Janeiro que investiguem supostos indícios de envolvimento dos gabinetes do então deputado federal Jair Bolsonaro – atualmente presidente da República – e do vereador Carlos Bolsonaro em esquema de apropriação de salários de assessores, conhecido por “rachadinha” ."
0,"O Superior Tribunal de Justiça (STJ) abriu nesta segunda-feira, 15, uma licitação de R$ 53 milhões para a contratação de serviços de segurança dos ministros. A Corte conta com 33 magistrados."
0,"Circula fora de contexto nas redes a foto de uma manifestação pró-Bolsonaro de 2018. A imagem foi compartilhada por simpatizantes do presidente como se mostrasse um dos protestos registrados em várias cidades do País neste domingo, 14. Este conteúdo foi compartilhado ao menos 123,3 mil vezes no Facebook."
0,"BRASÍLIA – No momento em que o presidente Jair Bolsonaro busca um nome para substituí-lo no cargo, o ministro da Saúde, Eduardo Pazuello, admitiu esperar apenas a escolha de um sucessor para deixar o posto. ""O cargo é do presidente da República. Existe essa possibilidade desde o dia que eu entrei. O presidente está disposto a mudar sim, está avaliando nomes"", afirmou ele em entrevista nesta segunda-feira, 15."
0,"É falso que uma análise de 45 estudos sobre o uso da ivermectina contra a covid-19 comprove a eficácia do medicamento para prevenção e tratamento da doença provocada pelo novo coronavírus, conforme sugerem publicações virais no Facebook e no WhatsApp. De acordo com especialistas, o site Ivmmeta.com, que embasa o boato, não tem validade científica e contém uma série de falhas metodológicas."
0,"Uma frase dita pelo ex-presidente Luiz Inácio Lula da Silva (PT) e reproduzida em charge da revista Veja circula fora de contexto nas redes, para sugerir que o petista teria defendido a volta ao trabalho durante a pandemia de H1N1, mesmo no caso de pessoas contaminadas. O Estadão Verifica confirmou que a página de Veja é verdadeira, mas não existe qualquer relação com a gripe suína. O vírus sequer havia chegado ao Brasil na data da publicação, em 2009. Na realidade, Lula falava sobre a crise econômica causada pela bolha imobiliária nos Estados Unidos."
0,O deputado federal Marcelo Freixo (PSOL-RJ) pediu que a Procuradoria-Geral da República (PGR) abra uma frente de investigação sobre as movimentações financeiras de assessores que trabalharam no gabinete do presidente Jair Bolsonaro (sem partido) durante seus mandatos na Câmara dos Deputados.
0,"Depois de fracassar a negociação para ter a médica Ludhmila Hajjar no Ministério da Saúde, o cardiologista Marcelo Queiroga passou a ser o nome mais forte para substituir o general Eduardo Pazuello na pasta. Ele está reunido com o presidente Jair Bolsonaro, no Palácio do Planalto, sobre a possibilidade de assumir o cargo, mas a definição dependerá das visões sobre a pandemia do coronavírus convergirem pelo menos razoavelmente, segundo conta um assessor próximo de Bolsonaro."
0,"Considerada uma das principais referências mundiais em estudo sobre a corrupção, a professora emérita de direito e ciência política da Universidade de Yale, Susan Rose-Ackerman, diz ter se decepcionado com a operação Lava Jato quando soube da relação mantida pelo então juiz Sérgio Moro com procuradores que conduziram a operação. Apesar disso, Rose-Ackerman disse esperar que os erros cometidos não atrapalhem o combate à corrupção no País e afirmou que encerrar a operação não é sinônimo do fim das investigações de malfeitos no País."
0,"Aliado do governador João Doria (PSDB), o deputado estadual tucano Carlão Pignatari foi eleito presidente da Assembleia Legislativa do Estado de São Paulo (Alesp) com 65 dos 94 votos. Ele derrotou os candidatos Sergio Victor (Novo), que teve 5 votos, Major Mecca (PSL), que obteve 16 apoios, e Carlos Gianazzi (PSOL), que recebeu 4 votos."
0,"O governador de São Paulo, João Doria (PSDB), afirmou que vai  ajudar a levar o presidente Jair Bolsonaro a julgamento em tribunais internacionais por sua condução no combate à pandemia de covid-19 no País. Em comissão de acompanhamento da pandemia no Congresso, nesta segunda-feira (15), Doria declarou que pretende auxiliar para que Bolsonaro ""seja julgado por esse genocídio que está cometendo contra os brasileiros""."
0,"Dirigentes de sete entidades que representam membros dos Tribunais de Contas dos Estados se uniram para marcar oposição ao ministro da Economia, Paulo Guedes, na esteira das discussões da chamada ‘PEC Emergencial’."
0,"O vice-presidente Hamilton Mourão saiu em defesa do ministro da Saúde, Eduardo Pazuello, pressionado a deixar o cargo, e insistiu ser ""muito difícil alguém, da noite para o dia, conseguir consertar tudo"" na atuação do ministério no combate à covid-19."
0,Os desembargadores da 7ª Câmara de Direito Privado do Tribunal de Justiça de São Paulo decidiram manter a sentença que condenou um homem a indenizar em R$ 20 mil uma mulher que assediou nas redes sociais.
0,"BRASÍLIA – O Ministério Público Federal (MPF) instaurou um procedimento preliminar para apurar possíveis crimes de tráfico de influência e lavagem de dinheiro envolvendo um grupo empresarial do setor de mineração e Jair Renan Bolsonaro, filho do presidente."
0,"Por unanimidade, a 10ª Câmara de Direito Público do Tribunal de Justiça de São Paulo confirmou nesta segunda-feira, 15, as decisões de primeira instância que extinguiram as ações de improbidade administrativa movidas pelo Ministério Público Estadual contra os ex-governadores Geraldo Alckmin (PSDB) e Márcio França (PSB)."
0,"O Supremo Tribunal Federal derrubou, por unanimidade, a tese da ‘legítima defesa da honra’ que vinha sendo usada como argumento para justificar feminicídios em ações criminais. Advogados consultados pelo Estadão consideram que a tese ‘arcaica e sexista caiu tarde’, mas ainda têm dúvidas sobre a interpretação do julgamento para a prática do procedimento do Tribunal do Júri."
0,"O famoso escritor T.S.Eliot, Thomas Stearns Eliot (1888-1965), foi um poeta, dramaturgo, filósofo e ensaísta norte-americano, que falava em “coisas permanentes”, aquelas que merecem preservação."
0,"Outros dois cardiologistas estão cotados pelo Palácio do Planalto para assumir a vaga de Eduardo Pazuello no comando do Ministério da Saúde - como informou o Estadão neste domingo, o presidente Jair Bolsonaro decidiu trocá-lo e já procura um substituto. São eles: Marcelo Queiroga, atual presidente da Sociedade Brasileira de Cardiologia, e José Antonio Franchini Ramires, professor titular do Instituto do Coração (Incor) de São Paulo."
0,"A Procuradoria-Geral da República (PGR) recorreu nesta segunda-feira, 15, da decisão do Superior Tribunal de Justiça (STJ) que anulou a quebra do sigilo fiscal e bancário do senador Flávio Bolsonaro (Republicanos-RJ) e de outras 94 pessoas e empresas investigadas no chamado ‘inquérito das rachadinhas’."
0,"Diante do caos que vive o país, uma nova lei, publicada em 10 de março, assegurou a possibilidade da compra da vacina contra o coronavírus por municípios, governos estaduais e mesmo entes privados."
0,Discute-se aqui sobre a competência dos municípios de tratar de assuntos de especial interesse local no que concerne ao combate aos efeitos da covid-19.
0,"O Brasil necessita, com urgência, de novos investimentos para garantir a retomada econômica no cenário pós-pandemia. Além de aporte em setores estratégicos como saúde e educação, o setor de infraestrutura, como rodovias, portos, aeroportos – as principais vias de circulação da economia – vem sendo deixado em segundo plano na hora dos investimentos."
0,"O Supremo Tribunal Federal concluiu nesta sexta-feira (12/03/2021) a sessão virtual de julgamento do Tema de Repercussão Geral nº 843 (RE 835.818), que trata da inconstitucionalidade da incidência de PIS e COFINS sobre os créditos presumidos de ICMS subvencionados pelos Estados da Federação como forma de redução do ICMS das empresas."
0,"BRASÍLIA - A cardiologista Ludhmila Hajjar rejeitou ser a quarta chefe do Ministério da Saúde em plena pandemia. Oficialmente, a médica alegou falta de ""convergência técnica"" com o presidente Jair Bolsonaro em temas como uso de cloroquina e adoção de medidas mais restritivas de circulação para reduzir a transmissão do vírus, mas depois revelou que foi ameaçada de morte por pessoas contrárias à sua nomeação."
0,"Apesar da definição acerca da constitucionalidade da CIDE ainda estar pendente no Supremo Tribunal Federal (STF), temos acompanhado nos últimos anos um aumento no número de autuações fiscais relacionadas à referida contribuição especialmente contra as empresas do setor de tecnologia."
0,"No mês em que se celebra o Direito do Consumidor muito falamos de legislação. Este ano, além do Código de Defesa do Consumidor (CDC), que acaba de completar 30 anos de muitas transformações nas relações de consumo, também colocamos a lupa na Lei Geral de Proteção de Dados (LGPD)."
0,"A importância do Projeto se justifica no caráter inovador das startups e no potencial dessas empresas em mudar a curva da economia. Ainda que em um cenário de incertezas e riscos trazidos pelo modelo de negócio, o investimento nas startups se demonstra cada vez mais atrativo pela probabilidade de alto crescimento dessas empresas em um curto período. Ademais, as startups são vistas como incentivo à criatividade, inovação e competitividade, o que estimula o mercado como um todo."
0,"O debate acerca do regime de tributação aplicável sobre ganhos decorrentes de operações “realizadas em bolsas de valores, de mercadorias, de futuros, e assemelhadas” foi reaquecido pelo recente aumento de operações de abertura de capital (IPO), com o recorde de 13 transações do gênero somente nos primeiros 45 dias do ano, e decisões judiciais noticiadas na mídia que asseguraram liminarmente, aos contribuintes, tratamento fiscal mais benéfico."
0,"Os mais jovens talvez não conheçam o ex-jogador de futebol Gerson, o “canhotinha de ouro”. Foi um dos craques do tri campeonato mundial da seleção brasileira no México em 1970. Poucos anos depois, Gerson fez um comercial de TV para o cigarro “Vila Rica” (na época havia comerciais de cigarro). Gerson dizia: “Gosto de levar vantagem em tudo, certo? Leve vantagem você também, leve Vila Rica”. A frase virou sinônimo do famoso “jeitinho brasileiro”. Sempre que alguém tentava levar alguma vantagem indevida, logo ouvia : “Você está querendo dar uma de Gerson?”."
0,"Ainda falando sobre o Projeto de Lei 317/21, que pretende estabelecer princípios, regras e instrumentos para o Governo Digital e para o aumento da eficiência pública, na última quarta-feira, 10, o Senado Federal encaminhou o texto para sanção presidencial."
0,"O Grupo de Atuação Especial de Combate ao Crime Organizado do Ministério Público de São Paulo, a Receita Federal e a Polícia Rodoviária Federal deflagraram na manhã desta segunda-feira, 15, , a segunda fase da Operação Arinna, para investigar um esquema de adulteração de combustível que teria possibilitado a sonegação de cerca de R$ 270 milhões em tributos federais. Os promotores estimam que todos os investigados tenham movimentado R$ 4,8 bilhões."
0,"Na formação do Profissional de Saúde, salvar vidas é a principal premissa e pilar para todo o desenvolvimento profissional. Mas agora, como lidar quando esse pilar é extremamente agredido por uma pandemia?"
0,"No Brasil, o Código de Defesa do Consumidor foi instituído em 11 de setembro de 1990, com a Lei nº 8.078, mas entrou em vigor apenas em 11 de março de 1991."
0,A implementação da nova lei de licitações e contratos exigirá a reformulação e o fortalecimento dos órgãos e mecanismos de controle interno em todas as áreas da administração pública.
0,"Este consumidor consciente entende que cada compra feita por ele tem um impacto. Durante a pandemia de Covid-19, por exemplo, a crise da economia brasileira foi acentuada e pequenos comerciantes e produtores se viram à beira de encerrar suas atividades. Foi então, que essa consciência dos consumidores movimentou as redes sociais em diferentes regiões para apoiar os pequenos negócios."
0,"Tudo certo? Não. Na verdade, o Regimento Interno deve ser interpretado como um todo e não em fatias. Além disso o RI não pode violar direitos fundamentais. Ou seja, o RI também pode ser inconstitucional."
0,"A prioridade conferida ao direito do consumidor tem viabilizado, no Brasil, políticas públicas extremamente técnicas e alinhadas às melhores práticas internacionais. O nível de debates ultrapassou a linha populista ou vinculada a interpretações puramente dogmáticas para dar lugar a um debate baseado em princípios constitucionais, ciência, racionalidade econômica, aplicação de instrumentos regulatórios sofisticados e identificação e mitigação de falhas de mercado. Essa forma moderna e responsável de desenhar políticas públicas vem garantindo o bem-estar do consumidor no centro das políticas públicas, afastando medidas que teriam efeitos nefastos no médio e longo prazo."
0,"Com a atenção da mídia nacional, alguns juristas e acadêmicos do país destacam o repúdio aos diálogos mantidos entre membros da Magistratura e do Ministério Público, reclamando a visível, incontestável e absurda violação do devido processo legal, haja vista que as conversas demonstrariam que aqueles teriam agido de forma absolutamente parcial, praticando uma ação estratégica direcionada para condenação, “custe o que custar”, abandonando o império da lei, a Constituição e os acordos internacionais."
0,"Com o futuro eleitoral indefinido, o governador João Doria (PSDB), que considera agora abrir mão do projeto nacional para tentar a reeleição em São Paulo, deve emplacar hoje um novo aliado na presidência da Assembleia Legislativa. Com o apoio do PT, o deputado Carlão Pignatari (PSDB) é o favorito para vencer a disputa e assim manter o alinhamento da Casa com o Palácio dos Bandeirantes – essencial para o momento enfrentado por Doria, alvo de críticas pela adoção de medidas impopulares para conter o novo coronavírus."
0,"Você se recorda da crise dos remédios de farinha da década de 1990? Os leitores mais jovens talvez nunca tenham ouvido falar, mas naquele período houve uma explosão de casos de falsificação de medicamentos, com ampla cobertura midiática. Os escândalos giravam em torno de pílulas contraceptivas e medicações de uso controlado que eram comercializadas sem conterem quaisquer princípios ativos. Inúmeras foram as pessoas enganadas e prejudicadas, algumas mortalmente[1], pelos placebos."
